,name,tp,fp,fn,avg_area,avg_circularity
0,37_y.png,4,48,1,1846.076923076923,0.6346819709615384
0,Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,2,0.0,0.0
0,Mar19bS2C1R1_LHl_200x_y.png,0,2,2,1036.0,0.68920545
0,Mar20bS1C1R3_VLPAGl_200x_y.png,1,0,0,480.0,0.69873162
0,Mar23bS1C1R4_VLPAGl_200x_y.png,0,33,1,1959.7878787878788,0.6193415684848484
0,Mar23bS1C5R2_DMr_200x_y.png,0,2,2,327.0,0.64123503
0,Mar26bS2C1R1_LHr_200x_y.png,1,1,1,684.5,0.526454305
0,Mar27bS1C2R2_LHr_200x_y.png,9,5,4,537.5714285714286,0.6392881007142858
0,MAR38S1C3R1_DMR_20_o.png,55,36,6,768.4175824175824,0.6733763199999999
0,MAR55S3C2R2_VLPAGR_20_o.png,19,7,1,1143.2692307692307,0.7312737630769229
